name,artists,release_date,danceability,energy,valence,acousticness,speechiness,instrumentalness,duration_ms,score,percentile,already_charted_in_tw
Heroine - Instrumental,['Wildcookie'],2009-06-22,0.862,0.173,0.632,0.0774,0.0418,0.0925,241880,0.8437175694014954,99.97768955219743,False
Break The Fall,['GRANDMA'],2019-11-05,0.797,0.39,0.532,0.3389999999999999,0.351,0.0881,173267,0.843705205173898,99.97755097798748,False
Basketball in the Rain,['Coolzey'],2006-05-06,0.591,0.631,0.6579999999999999,0.0777,0.337,0.092,155347,0.8432648958587874,99.97741240377754,False
Under My Thumb,['Hounds'],1979-08-12,0.725,0.504,0.934,0.00891,0.05,0.098,258627,0.8431456114355907,99.97727382956758,False
Rock It,['Ofenbach'],2019-04-12,0.8009999999999999,0.9,0.8340000000000001,0.013,0.147,0.0927,146127,0.8428994904998208,99.97713525535762,False
GirlUFine!!!,['9th Wonder'],2017-12-15,0.5,0.762,0.723,0.0317,0.384,0.0905,122533,0.8428794277324425,99.97699668114767,False
Gettin Wise,['Brassy'],2002-09-02,0.8370000000000001,0.417,0.715,0.000975,0.0576,0.0967,261933,0.8427864284776179,99.97685810693771,False
Hamanjah,['IKI'],2014-11-10,0.605,0.304,0.7809999999999999,0.669,0.509,0.087,179693,0.8426905825653496,99.97671953272777,False
"John Peel Opening the Gates of the Perfumed Garden - Perfumed Garden, 14th August 1967",['T. Rex'],2010-05-31,0.601,0.478,0.919,0.976,0.379,0.0961,94867,0.8426306089355264,99.97658095851781,False
Russia,['Elisa Waut'],1982-01-01,0.684,0.371,0.78,0.157,0.102,0.0969,208695,0.8425751977281614,99.97644238430786,False
One in the Chamber,['Roland Jones'],2019-09-17,0.804,0.867,0.738,0.0038799999999999,0.0376,0.0955,95399,0.8425062530653592,99.9763038100979,False
spiritual,['Surya'],2017-06-20,0.514,0.353,0.644,0.843,0.935,0.078,186897,0.8424447757748988,99.97616523588795,False
Everything Crash,['Ethiopian'],,0.948,0.574,0.931,0.1939999999999999,0.0518,0.0844,155507,0.8424013319151091,99.97602666167799,False
Smile Now I Wont Cry Later,['Spanish Fly'],,0.928,0.705,0.71,0.0411,0.216,0.0846,177933,0.8423890138631687,99.97588808746805,False
Origami,['Daisuke Tanabe'],2014-09-15,0.748,0.446,0.66,0.0129,0.26,0.0848,192407,0.8423164493362494,99.97574951325808,False
New Laboratory Assistant,['Sushirobo'],2003-08-19,0.964,0.527,0.94,0.0172,0.0543,0.079,180560,0.8422463058431799,99.97561093904814,False
Os Brasileiros São Robôs,['Belavist'],2019-11-11,0.809,0.64,0.489,0.0747,0.0621,0.0945,70832,0.8421972201344278,99.97547236483818,False
Fin,['Coolzey'],2007-02-07,0.561,0.268,0.723,0.122,0.223,0.0856,134400,0.8421958442913232,99.97533379062823,False
Bloo Blooz,['Bill Nelson'],2013-07-15,0.6659999999999999,0.423,0.6940000000000001,0.0797,0.0702,0.0961,155388,0.8421469984889243,99.97519521641827,False
Jesus Meets His Mother,['Nick Fiore and Travis Swackhammer'],2008-01-07,0.647,0.128,0.418,0.89,0.402,0.0968,108440,0.8420887809692505,99.97505664220832,False
Rockin,['Zion I'],2005-04-19,0.7090000000000001,0.698,0.667,0.0526,0.518,0.0683,76173,0.8420712296814198,99.97491806799836,False
Stop Listening to the Blues,['The Lachy Doley Group'],2015-05-30,0.775,0.39,0.924,0.109,0.0306,0.0882,180528,0.8420575849187427,99.97477949378842,False
Game Over,['KAZAKY'],2012-10-22,0.826,0.446,0.444,0.0184,0.0945,0.0953,169702,0.8415089504976834,99.97464091957846,False
Down The Charts,['KRS-One'],2002-08-27,0.8009999999999999,0.5539999999999999,0.7929999999999999,0.0235,0.4679999999999999,0.0627,130040,0.8414584147118808,99.97450234536849,False
El Porro de Jaime,['Los Polkeros De San Anto'],2009-03-24,0.743,0.3379999999999999,0.939,0.157,0.108,0.0824,162827,0.8414053180481649,99.97436377115855,False
Spinnin',['Champaign'],2014-03-14,0.7979999999999999,0.627,0.91,0.2269999999999999,0.0305,0.0992,194453,0.8412068432539563,99.9742251969486,False
Folsom Prison Dub,['Stick Figure'],2009-11-03,0.7859999999999999,0.537,0.758,0.0248,0.0495,0.0967,215000,0.8407400049848264,99.97408662273864,False
Blackbird15 Blackbird10,['Esgazette'],2017-01-03,0.7559999999999999,0.52,0.7440000000000001,0.0412,0.133,0.0933,212997,0.840473297812392,99.9739480485287,False
Resist Me,['Ticklejunk All Stars'],2008-05-30,0.877,0.606,0.872,0.00868,0.0851,0.0967,301760,0.8401806713161869,99.97380947431873,False
GET OFF MY D.,['GONE.Fludd'],2016-10-31,0.8190000000000001,0.8370000000000001,0.451,0.382,0.289,0.0963,74466,0.840103058155964,99.97367090010879,False
"Well, Well, Well - Instrumental",['Bronx Slang'],2018-10-26,0.7140000000000001,0.505,0.897,0.00561,0.0577,0.0929,212000,0.8401024645547831,99.97353232589883,False
National Anthem,['Keith Hudson'],2007-03-12,0.775,0.457,0.5579999999999999,7.070000000000001e-05,0.0731,0.096,187453,0.8399726773094407,99.97339375168887,False
Do It Any Way You Wanna,"[""People's Choice""]",,0.743,0.614,0.823,0.027,0.0505,0.0962,191960,0.8399348656431804,99.97325517747892,False
Unsung,['+/-'],2008-10-21,0.7559999999999999,0.65,0.96,0.257,0.0295,0.0987,177560,0.8397174498537991,99.97311660326896,False
Smoking On A J.,['Koopsta Knicca'],1999-10-26,0.93,0.433,0.611,0.222,0.307,0.074,137360,0.8396881577108142,99.972978029059,False
Guitar Baby,['Henry Cooper'],2008-06-15,0.775,0.675,0.884,0.144,0.146,0.0904,172973,0.839677834108691,99.97283945484907,False
Everyday People,['Thaddeus Carlton'],2005-01-01,0.779,0.495,0.934,0.0443,0.0935,0.0945,285693,0.8395088996257758,99.97270088063911,False
Sing It,['Barry Manilow'],,0.621,0.182,0.848,0.863,0.602,0.0686,76360,0.8394900356568338,99.97256230642915,False
Clothes Encounters,['Stemage'],2019-05-16,0.742,0.478,0.74,0.0646,0.0345,0.0826,52850,0.8393810981185351,99.9724237322192,False
The Unforgiven,['Sean Schafianski'],2013-04-30,0.475,0.508,0.94,0.201,0.0438,0.0992,115383,0.8392523277346151,99.97228515800924,False
More Pop Up Squirrels,['Takako Minekawa'],,0.784,0.371,0.51,0.3279999999999999,0.6409999999999999,0.0567,49267,0.8391778045650848,99.97214658379929,False
The Sound of the Drum/ninety-five,"['John Roberts, Tony Barrand, Fred Breunig & Steve Woodruff']",1980-01-01,0.682,0.396,0.807,0.8540000000000001,0.475,0.0885,155453,0.8391600035958147,99.97200800958933,False
Maddy's Pt 1 (Skit),['Hamell on Trial'],2006-02-07,0.713,0.64,0.283,0.973,0.7929999999999999,0.085,42400,0.8391473330809933,99.97186943537938,False
Use Your Voice,['Mr. Billy'],2011-11-01,0.763,0.652,0.7959999999999999,0.0161,0.0573,0.0949,179509,0.8391305447079953,99.97173086116943,False
Circuit,['Delta 5'],,0.529,0.85,0.929,0.00733,0.151,0.0955,117040,0.8391289506854553,99.97159228695948,False
Do It Any Way You Wanna - Vocal,['Patrick Cowley'],2020-10-19,0.7020000000000001,0.3929999999999999,0.8170000000000001,0.0579,0.0358,0.0943,205923,0.8389941519181233,99.97145371274952,False
Soundsystem,['Monkey'],,0.782,0.4479999999999999,0.655,0.00303,0.146,0.0896,207893,0.8389650585574951,99.97131513853957,False
Claude need money (feat. Harry Dès),"['Camembert Au Lait Crew', 'Harry Dès']",2016-12-01,0.6679999999999999,0.578,0.911,0.0181,0.0363,0.0834,68394,0.8389614879045937,99.97117656432961,False
Dime Si Te Gusta,['Alberto Stylee'],2002-04-17,0.8340000000000001,0.6940000000000001,0.802,0.0261,0.111,0.0881,163561,0.8389196635828446,99.97103799011965,False
Lady Bump,['Countdown'],,0.7879999999999999,0.471,0.8190000000000001,0.0636,0.1369999999999999,0.0882,220560,0.8388086512076414,99.97089941590971,False
Birthday,['Redzone'],1999-01-01,0.7509999999999999,0.57,0.8340000000000001,0.0641,0.0715,0.0938,195853,0.8387984844326247,99.97076084169974,False
Liquid Patterns,['Soulphiction'],,0.868,0.402,0.616,0.0725,0.077,0.0868,162320,0.8386534290759753,99.9706222674898,False
A Black Man's Favorite Shoe - Skit,"['Royce Da 5\'9""']",2020-02-21,0.727,0.413,0.644,0.2019999999999999,0.589,0.0529,25654,0.8385417543314789,99.97048369327985,False
Mindtrap,['Blank Banshee'],2020-11-30,0.551,0.934,0.604,0.00826,0.349,0.094,100559,0.8384491732844217,99.97034511906989,False
When the Captain's Away...,['Tristan Moore'],2014-10-28,0.7,0.455,0.927,0.0177,0.0368,0.0936,230218,0.8384283075721325,99.97020654485993,False
Mach Mal Platz,"['Ion Miles', 'Monk', 'BHZ']",2019-03-29,0.921,0.638,0.349,0.12,0.345,0.0862,167530,0.8382921496989473,99.97006797064998,False
Pop That P*ssy,['2 LIVE CREW'],2002-02-05,0.899,0.605,0.509,0.000251,0.221,0.0939,258747,0.8382625002342886,99.96992939644002,False
Why We Don't Talk,['Waterdeep'],2015-05-07,0.747,0.5,0.7809999999999999,0.1639999999999999,0.061,0.0962,189427,0.8382080584523898,99.96979082223008,False
Act As If (Act III Mix) (feat. Divine Styler),"['The Angel', 'Divine Styler']",2009-04-21,0.856,0.7709999999999999,0.722,0.0045299999999999,0.244,0.0972,303493,0.8380683064050419,99.96965224802013,False
Shadow Falls,['Work Drugs'],2019-08-30,0.67,0.565,0.955,0.043,0.0265,0.0998,243000,0.8379288599737943,99.96951367381016,False
cute island,['ITSOKTOCRY'],2020-11-06,0.688,0.959,0.619,0.347,0.311,0.0996,99553,0.8376825026855321,99.96937509960021,False
etca'rtnE (Arr. P. Le Boeuf),"['Pascal Le Boeuf', 'Mike Perdue', 'RighteousGIRLS']",2015-07-10,0.677,0.1369999999999999,0.967,0.994,0.235,0.0792,17408,0.8376248066413637,99.96923652539026,False
Day You Were Born,['Frances England'],2013-08-06,0.805,0.405,0.884,0.693,0.0535,0.0969,128480,0.8376012103115182,99.9690979511803,False
The Cone Of Obliscence,['Uprock Rhizome + The Aphasia Group'],2005-01-01,0.408,0.726,0.3379999999999999,0.0466,0.392,0.0978,66853,0.8375852203297999,99.96895937697036,False
You Found Me,['Suncolorbeats'],2020-04-22,0.527,0.4539999999999999,0.495,0.146,0.409,0.0978,235714,0.837561784903108,99.96882080276039,False
Bennington,['Deeper'],2019-08-28,0.597,0.631,0.8859999999999999,0.0261,0.0387,0.0994,177206,0.8374914905112396,99.96868222855045,False
Guide You (Edu Kpeme),['Ibibio Sound Machine'],2017-03-03,0.83,0.552,0.892,0.162,0.0628,0.0902,193880,0.8374864521042972,99.9685436543405,False
Developing Vocal Riffs 2 -16,['David Marcelle'],2005-09-16,0.682,0.331,0.217,0.00279,0.177,0.0911,95893,0.8374784891745886,99.96840508013054,False
You’re Messing up My Mind,['Albert Washington'],2009-09-22,0.722,0.565,0.908,0.0772,0.0311,0.0978,227120,0.83746494796465,99.96826650592058,False
Drugs (Intermission),['Keiko Dash'],2019-12-01,0.644,0.493,0.527,0.00518,0.0372,0.09,36571,0.8374627819853242,99.96812793171063,False
Top Of The World,"['Jordan Redifer', 'Darren Via']",,0.732,0.715,0.84,0.1369999999999999,0.0565,0.0992,176064,0.8373976913698085,99.96798935750067,False
Thirst 1,['Redzone'],2008-06-24,0.925,0.312,0.708,0.21,0.0552,0.094,270733,0.8373941417229516,99.96785078329073,False
Whistle While You Work,['Mason Williams'],2006-08-01,0.511,0.502,0.8340000000000001,0.133,0.0443,0.0982,121040,0.8371282531942337,99.96771220908077,False
Falling Deep,['Jack Schell'],2005-05-17,0.711,0.446,0.833,0.0247,0.0393,0.0909,186933,0.8371276648791209,99.9675736348708,False
Car Carrier Blues,"['Leo Kottke', 'Mike Gordon']",,0.747,0.28,0.705,0.187,0.0741,0.0952,228467,0.8369768839584635,99.96743506066086,False
Ass Farm,['The Yaga Yagas'],2014-06-10,0.8320000000000001,0.5820000000000001,0.601,0.0018899999999999,0.0758,0.088,128707,0.8366737236424953,99.9672964864509,False
Untitled 10,['MD'],,0.7959999999999999,0.48,0.086,0.22,0.408,0.0881,108387,0.8363217178051299,99.96715791224095,False
I want to be a Foetus,['Cursor Miner'],2004-04-06,0.833,0.542,0.825,0.49,0.342,0.0881,228573,0.8361750677492654,99.96701933803101,False
Inspiration,['Xperience'],2010-07-10,0.873,0.627,0.5589999999999999,0.158,0.424,0.0672,73013,0.8361740958460339,99.96688076382104,False
Sticky (Flies on Shit Hit),['Clint Crisher'],2011-05-07,0.795,0.486,0.71,0.000425,0.0676,0.0933,227200,0.8360606512466779,99.9667421896111,False
Llamala Pista Karaoke (Merengue),['Merengue Latin Band Karaoke'],2009-02-15,0.884,0.5920000000000001,0.893,0.131,0.0437,0.0926,236760,0.8360069757337882,99.96660361540114,False
Rn,['J P Rose'],2020-04-03,0.966,0.28,0.8140000000000001,0.7879999999999999,0.314,0.0723,105763,0.8359652556331797,99.96646504119119,False
Oh My God,['A Tribe Called Quest'],1999-10-26,0.8420000000000001,0.664,0.7040000000000001,0.0501,0.298,0.0823,205507,0.8356724912312513,99.96632646698123,False
I Don't Understand It,['Big L'],1995-03-28,0.763,0.703,0.581,0.0418,0.373,0.092,260227,0.835608814597362,99.96618789277127,False
Little Fury,['Surfer Blood'],2019-08-23,0.812,0.391,0.8,0.0958,0.0409999999999999,0.0885,204333,0.8355107583239976,99.96604931856132,False
Pass Her By,['Stephen Bishop'],2003-01-01,0.6559999999999999,0.546,0.903,0.018,0.0319,0.0979,229533,0.8354932740293098,99.96591074435138,False
Passport,"['Joe Driscoll', 'Sékou Kouyaté', 'Joe Driscoll & Sekou Kouyate']",2014-02-18,0.778,0.764,0.782,0.0517,0.148,0.0965,227053,0.8351353948662112,99.96577217014142,False
Maurice Richard,"[""Jeanne-d'Arc Charlebois""]",2009-12-03,0.853,0.285,0.96,0.989,0.284,0.0849,152440,0.8350323819828601,99.96563359593146,False
Reggae Gone Ragga,['Dr. Alban'],1992-05-04,0.8290000000000001,0.414,0.614,0.00465,0.156,0.0885,241600,0.8349971016307917,99.96549502172151,False
Uma Polka Pra Alexandra,['Choro Das 3'],2017-08-25,0.7020000000000001,0.436,0.863,0.5720000000000001,0.0571,0.0991,137653,0.8349439206405,99.96535644751155,False
Tuttie Fruttie,['MC5'],,0.7340000000000001,0.556,0.969,0.01,0.0404,0.0777,94360,0.8347169528704409,99.9652178733016,False
Maze,['Womack & Womack'],2019-04-12,0.888,0.344,0.873,0.027,0.0864,0.0912,355107,0.8347014749692689,99.96507929909164,False
15th Shade,"['cEvin Key', 'Edward Ka-Spel']",2001-08-24,0.74,0.728,0.6990000000000001,0.0751,0.209,0.0962,222147,0.8345295770115546,99.96494072488169,False
The Whole Is Equal to the Sum of Its Parts,['ruby'],1996-01-09,0.732,0.585,0.703,0.0482,0.1159999999999999,0.0993,248160,0.8343893649579023,99.96480215067174,False
Summer in Berlin,['Alphaville'],1984-09-27,0.701,0.433,0.8959999999999999,0.0599,0.0341,0.0986,284333,0.8342893743719044,99.96466357646179,False
Lady Wants a Man,['Surface'],,0.784,0.485,0.659,0.0628,0.1119999999999999,0.0953,242733,0.8342158887118218,99.96452500225183,False
Lock And Load,['The Hit Crew'],2007-07-25,0.58,0.428,0.067,0.0513,0.391,0.0868,55320,0.8341490590570199,99.96438642804188,False
Card Castle,['Toby Fox'],2018-11-01,0.52,0.0121,0.36,0.000109,0.0398,0.0871,61440,0.8340671023282179,99.96424785383192,False
Hablame,['Julio Jaramillo'],2015-10-19,0.948,0.405,0.907,0.963,0.04,0.0991,155600,0.83398091667302,99.96410927962197,False
Gente Reacción,['Panteon Rococo'],2002-04-30,0.75,0.8909999999999999,0.895,0.091,0.0457,0.0975,157893,0.8337973351647447,99.96397070541202,False
Superficial Babies,['Dj Real'],2008-10-07,0.8959999999999999,0.409,0.774,0.00813,0.111,0.064,62027,0.8335994101052381,99.96383213120205,False
No Puedo,['El Gringo De La Bachata'],1997-06-28,0.925,0.611,0.925,0.223,0.0425,0.0951,270173,0.8335331151225402,99.96369355699211,False
Spelling Bee,['Ron Jarzombek'],,0.64,0.371,0.97,8.04e-05,0.037,0.0705,42520,0.8334348617010395,99.96355498278216,False
Frequency,['FM Belfast'],2008-10-01,0.8320000000000001,0.4379999999999999,0.68,0.0143,0.0358,0.0922,230218,0.8331997536525023,99.9634164085722,False
Thorn in the Flower,['Me G'],2017-06-26,0.85,0.382,0.596,0.466,0.0329,0.0979,150700,0.833165174375161,99.96327783436226,False
Humo y alquitrán,['Aterciopelados'],,0.7190000000000001,0.7070000000000001,0.87,0.182,0.0484,0.0976,170293,0.8330812532053153,99.96313926015229,False
Captain D,"['The Audio Plaza', 'Mula Mike']",2017-09-27,0.779,0.503,0.861,0.00124,0.361,0.0693,210590,0.8330252820973094,99.96300068594233,False
Hot Honey Rag,['Orchestra - Broadway Cast of Chicago The Musical (1997)'],1997-01-27,0.736,0.455,0.962,0.691,0.0478,0.095,108333,0.8330086392327002,99.96286211173239,False
Outside,['Bill Wurtz'],2017-09-28,0.7709999999999999,0.503,0.644,0.107,0.0464,0.0979,207921,0.8328688971953643,99.96272353752244,False
Better Than Cocaine,['Red Elvises'],2008-01-01,0.81,0.86,0.871,0.1,0.0396,0.0983,193947,0.8328513251438093,99.96258496331248,False
Dying And Crying,['The Hit Crew'],2007-07-25,0.785,0.173,0.348,0.99,0.634,0.0699,23307,0.8326148419440821,99.96244638910252,False
Migrate (Uk Radio Edit a.k.a. No Sheep Mix),['Shanequa Goes to Mars'],2019-11-08,0.934,0.481,0.54,0.0183,0.1159999999999999,0.0865,211722,0.8325149437592898,99.96230781489257,False
Rotation,['Future'],2015-07-10,0.83,0.375,0.261,0.136,0.286,0.0863,167671,0.8324859744363562,99.96216924068261,False
Don't Walk Away,['David Andrews'],2004-11-03,0.711,0.4579999999999999,0.852,0.278,0.0442,0.0981,213147,0.8324808398952024,99.96203066647267,False
Again - Dub,['Chezidek'],2009-11-19,0.792,0.4589999999999999,0.612,0.0313,0.177,0.0912,254440,0.8324317192094248,99.9618920922627,False
Teh N00b Song (Kazoo Version),['Geoff Lapaire'],2007-01-01,0.764,0.252,0.965,0.926,0.0447,0.0894,59951,0.8323985973642599,99.96175351805276,False
numbing gel,"['recovery girl', 'galen tipton']",2020-05-01,0.5670000000000001,0.7909999999999999,0.664,0.0127,0.237,0.0986,180750,0.8323881335543828,99.9616149438428,False
Nyet Nyet Nikavo,['Zalman Goldstein & Yaron Gershovsky'],2010-10-01,0.589,0.6509999999999999,0.741,0.0695,0.0307,0.0945,80840,0.8323112609077042,99.96147636963285,False
Kicks - Instrumental,"['M1', 'Bayje']",,0.721,0.594,0.768,0.00394,0.212,0.0876,224409,0.8322924956342811,99.96133779542289,False
A Toxic Tribute to Pat and Debby Boone,['Toxic Audio'],2003-01-01,0.935,0.3,0.853,0.166,0.128,0.0607,76093,0.8322297665590854,99.96119922121294,False
New Slaves,['Vitamin String Quartet'],2017-04-28,0.777,0.179,0.522,0.579,0.469,0.0731,133240,0.832101648026241,99.96106064700298,False
Miss You,['Slim Batson'],2002-01-01,0.8490000000000001,0.344,0.78,0.118,0.173,0.0769,201427,0.8321002440488179,99.96092207279304,False
Funky Little Drummer Boy,['Sharon Jones & The Dap-Kings'],2015-10-20,0.7509999999999999,0.753,0.867,0.241,0.086,0.0995,198800,0.8320875201069075,99.96078349858308,False
Wo Bist Du,['Justus Köhncke'],2005-01-31,0.695,0.531,0.7,0.0952,0.0613,0.0993,212347,0.8320647379542621,99.96064492437313,False
Irja,['Veikko Ahvenainen'],,0.698,0.3939999999999999,0.892,0.413,0.0322,0.0975,188952,0.832024300189129,99.96050635016317,False
Stroke It,['Clint Crisher'],2008-11-17,0.986,0.742,0.763,0.109,0.157,0.0826,190320,0.831985630079976,99.96036777595322,False
Parking Lot Crisis,['Tuamie'],2019-10-05,0.6609999999999999,0.943,0.968,0.000204,0.3989999999999999,0.0674,66625,0.8319370169497364,99.96022920174326,False
1469,['phonon'],2020-08-12,0.682,0.7120000000000001,0.2689999999999999,0.0279,0.389,0.0967,198000,0.8319041835500768,99.9600906275333,False
Fionnghuala,['Runa'],2011-03-26,0.6759999999999999,0.356,0.965,0.958,0.68,0.0637,95533,0.8317645113870691,99.95995205332335,False
La Cumbia Campanera,['Aniceto Molina'],,0.768,0.7879999999999999,0.848,0.0499,0.0876,0.0928,182693,0.8316464166067442,99.95981347911341,False
New Dance,['ILL DOOTS'],2020-07-10,0.63,0.879,0.5529999999999999,0.0692,0.304,0.0973,161287,0.8315593369103561,99.95967490490345,False
Nothin' Can Save It,['Big Joe Shelton'],2008-01-01,0.6809999999999999,0.688,0.718,0.000364,0.0351,0.0994,180520,0.8315539836025965,99.9595363306935,False
Still Gettin' My Dick Sucked,['DJ Paul'],2011-07-19,0.8059999999999999,0.93,0.851,0.000676,0.231,0.0884,213267,0.831534484818257,99.95939775648354,False
Things I Miss the Most,['Steely Dan'],2003-06-09,0.866,0.457,0.637,0.129,0.0505,0.0951,238773,0.8314776697897927,99.95925918227358,False
Torn Curtain,['The Proletariat'],2006-09-17,0.53,0.617,0.63,0.000395,0.0541,0.0973,94160,0.8314029477029127,99.95912060806363,False
718 Chamber Arts,['Dj Iceman'],2019-04-28,0.7909999999999999,0.527,0.96,0.000154,0.0732,0.0772,160478,0.8314024199541419,99.95898203385369,False
Psychedelic Ranger,['The Clean'],2003-01-21,0.662,0.643,0.82,0.0714,0.051,0.0956,169987,0.8313066158535871,99.95884345964372,False
Midnight Flight (Reprise),['Craig Erickson'],2013-11-01,0.609,0.563,0.6659999999999999,0.253,0.102,0.0951,91640,0.8311792029255328,99.95870488543378,False
Intro - Clean LP Version,['Cypress Hill'],2000-04-25,0.772,0.78,0.503,0.025,0.155,0.0915,111493,0.8311757385910434,99.95856631122382,False
Friends,['Los Retros'],2019-06-21,0.8240000000000001,0.685,0.963,0.00211,0.168,0.0746,159533,0.8310780929425751,99.95842773701386,False
The Baddest,"['Black Mask', 'Kumpas']",2008-02-22,0.6890000000000001,0.687,0.569,0.0469,0.212,0.0979,213734,0.8309643426747823,99.95828916280391,False
Relax,['Sandy'],1998-09-01,0.8420000000000001,0.3879999999999999,0.7020000000000001,0.563,0.0747,0.0988,195533,0.8309073808278457,99.95815058859395,False
Jingle Bells,['Harry Fontenot'],1987-01-01,0.723,0.55,0.968,0.13,0.0401,0.0836,133304,0.8308882739448384,99.958012014384,False
Machu Picchu,['The Strokes'],2011-03-21,0.695,0.8140000000000001,0.882,0.0133,0.066,0.0984,209627,0.8308826971983818,99.95787344017405,False
Uaintgotno,"['TVBOO', 'sfam']",2020-08-14,0.7859999999999999,0.605,0.354,0.0135,0.4479999999999999,0.0824,207529,0.8308748427435594,99.9577348659641,False
Successful Failures,['The Successful Failures'],2006-05-07,0.508,0.484,0.726,0.00241,0.109,0.0957,173187,0.8308624178776707,99.95759629175414,False
Sally Goodin',['Tater Tate'],2016-04-29,0.471,0.6940000000000001,0.968,0.293,0.0331,0.0977,61427,0.830797206617862,99.95745771754419,False
"Get Up, Stand Up",['Peter Tosh'],,0.894,0.605,0.906,0.00418,0.0698,0.0813,208133,0.8307913553183147,99.95731914333423,False
